transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned,month,year
T0007346,11/22/2022,P030534,S001,C012232,4.0,0.20,0.0,11,2022
T0007347,12/1/2023,P025799,S003,C004020,2.0,0.00,1.0,12,2023
T0007348,4/19/2021,P042615,S005,C000949,2.0,0.00,0.0,4,2021
T0007349,6/13/2023,P023023,S004,C019759,2.0,0.00,0.0,6,2023
T0007350,12/13/2020,P025547,S003,C008771,4.0,0.10,0.0,12,2020
T0007351,10/12/2023,P021743,S003,C017125,2.0,0.00,0.0,10,2023
T0007352,3/14/2020,P002998,S004,C012629,1.0,0.00,0.0,3,2020
T0007353,1/6/2022,P047086,S005,C011915,4.0,0.20,0.0,1,2022
T0007354,5/4/2021,P012529,S005,C024492,4.0,0.00,0.0,5,2021
T0007355,9/3/2023,P025099,S004,C020521,4.0,0.00,0.0,9,2023
T0007356,1/1/2020,P048296,S002,C013946,1.0,0.00,0.0,1,2020
T0007357,11/18/2020,P010851,S002,C017409,3.0,0.00,0.0,11,2020
T0007358,6/26/2020,P035497,S001,C017709,3.0,0.20,0.0,6,2020
T0007359,7/19/2021,P001860,S005,C024612,1.0,0.00,1.0,7,2021
T0007360,5/15/2024,P002740,S002,C014934,2.0,0.00,0.0,5,2024
T0007361,3/29/2022,P048457,S005,C003673,2.0,0.00,0.0,3,2022
T0007362,12/24/2021,P040512,S004,C006619,2.0,0.10,1.0,12,2021
T0007363,10/3/2023,P010106,S005,C020082,4.0,0.00,0.0,10,2023
T0007364,3/20/2022,P038790,S003,C016792,4.0,0.00,1.0,3,2022
T0007365,4/10/2022,P032420,S004,C009037,3.0,0.10,0.0,4,2022
T0007366,4/15/2023,P049799,S001,C021738,3.0,0.00,0.0,4,2023
T0007367,2/14/2021,P049631,S004,C016334,2.0,0.00,0.0,2,2021
T0007368,11/26/2022,P023366,S002,C012127,1.0,0.20,1.0,11,2022
T0007369,2/1/2020,P029738,S001,C021118,3.0,0.00,1.0,2,2020
T0007370,2/18/2024,P031977,S004,C005581,1.0,0.00,0.0,2,2024
T0007371,12/12/2023,P017865,S005,C007709,1.0,0.20,0.0,12,2023
T0007372,5/20/2020,P004724,S005,C020768,2.0,0.00,0.0,5,2020
T0007373,7/3/2020,P045653,S003,C006310,3.0,0.20,0.0,7,2020
T0007374,1/30/2023,P031882,S001,C008312,3.0,0.00,0.0,1,2023
T0007375,8/5/2021,P012785,S005,C015638,4.0,0.00,1.0,8,2021
T0007376,1/27/2024,P042306,S003,C015559,3.0,0.10,0.0,1,2024
T0007377,8/26/2024,P038668,S002,C011556,1.0,0.00,0.0,8,2024
T0007378,2/19/2023,P032816,S002,C004259,4.0,0.00,1.0,2,2023
T0007379,4/8/2023,P009682,S002,C024166,1.0,0.00,1.0,4,2023
T0007380,12/13/2021,P015843,S001,C013585,3.0,0.10,0.0,12,2021
T0007381,12/12/2021,P024802,S002,C013778,1.0,0.00,0.0,12,2021
T0007382,7/28/2024,P011278,S003,C015266,3.0,0.00,0.0,7,2024
T0007383,7/20/2021,P048604,S005,C008196,3.0,0.00,0.0,7,2021
T0007384,4/8/2021,P035059,S005,C015837,3.0,0.30,0.0,4,2021
T0007385,5/26/2023,P044782,S003,C021914,1.0,0.00,0.0,5,2023
T0007386,2/2/2021,P031555,S001,C014277,4.0,0.00,0.0,2,2021
T0007387,7/20/2022,P048780,S005,C004404,2.0,0.00,0.0,7,2022
T0007388,4/7/2022,P038684,S005,C013932,3.0,0.00,0.0,4,2022
T0007389,3/23/2023,P001437,S005,C004777,1.0,0.10,0.0,3,2023
T0007390,1/10/2020,P015717,S005,C004586,3.0,0.00,0.0,1,2020
T0007391,6/18/2021,P049708,S001,C000159,3.0,0.00,0.0,6,2021
T0007392,12/24/2020,P044531,S003,C011700,4.0,0.00,0.0,12,2020
T0007393,4/13/2022,P043134,S004,C020477,1.0,0.00,0.0,4,2022
T0007394,11/2/2022,P026557,S005,C014107,1.0,0.00,0.0,11,2022
T0007395,8/6/2020,P018234,S002,C005419,4.0,0.00,0.0,8,2020
T0007396,2/18/2023,P045408,S005,C009543,1.0,0.00,0.0,2,2023
T0007397,5/28/2020,P041738,S002,C021141,3.0,0.10,0.0,5,2020
T0007398,10/27/2022,P003856,S002,C019178,4.0,0.00,0.0,10,2022
T0007399,8/25/2021,P013060,S001,C015468,2.0,0.00,0.0,8,2021
T0007400,11/27/2021,P031844,S005,C004007,1.0,0.10,0.0,11,2021
T0007401,8/27/2020,P015844,S002,C017494,1.0,0.30,0.0,8,2020
T0007402,7/2/2024,P047706,S001,C012009,4.0,0.00,0.0,7,2024
T0007403,11/17/2022,P999999,S004,C008962,1.0,0.00,0.0,11,2022
T0007404,6/11/2021,P046379,S004,C004508,3.0,0.20,0.0,6,2021
T0007405,11/29/2024,P031171,S005,C007121,3.0,0.00,0.0,11,2024
T0007406,1/6/2023,P030109,S002,C019706,2.0,0.10,0.0,1,2023
T0007407,7/23/2024,P045179,S002,C002619,3.0,0.00,0.0,7,2024
T0007408,6/12/2024,P016932,S001,C013463,3.0,0.00,1.0,6,2024
T0007409,3/23/2023,P000789,S001,C018616,3.0,0.00,1.0,3,2023
T0007410,5/27/2021,P035978,S005,C007872,3.0,0.00,0.0,5,2021
T0007411,11/22/2023,P018218,S001,C005868,2.0,0.00,0.0,11,2023
T0007412,6/25/2022,P042144,S001,C017712,2.0,0.10,0.0,6,2022
T0007413,2/11/2022,P024316,S001,C003689,1.0,0.10,0.0,2,2022
T0007414,2/27/2023,P016778,S001,C017930,2.0,0.10,0.0,2,2023
T0007415,9/17/2022,P042972,S001,C008097,1.0,0.10,0.0,9,2022
T0007416,4/25/2024,P047359,S002,C019268,1.0,0.10,0.0,4,2024
T0007417,5/13/2021,P030248,S001,C008195,2.0,0.00,0.0,5,2021
T0007418,3/31/2024,P043763,S004,C024913,3.0,0.00,0.0,3,2024
T0007419,11/26/2021,P049369,S005,C012035,3.0,0.00,0.0,11,2021
T0007420,5/7/2024,P032857,S001,C019309,3.0,0.00,0.0,5,2024
T0007421,7/28/2022,P018536,S003,C011181,4.0,0.00,0.0,7,2022
T0007422,10/27/2023,P043259,S005,C020400,3.0,0.00,0.0,10,2023
T0007423,8/1/2022,P040265,S001,C016629,3.0,0.00,0.0,8,2022
T0007424,4/16/2023,P006830,S004,C013158,4.0,0.10,0.0,4,2023
T0007425,10/31/2024,P032934,S003,C014928,1.0,0.00,0.0,10,2024
T0007426,2/26/2020,P023521,S002,C007801,1.0,0.20,0.0,2,2020
T0007428,8/26/2020,P040124,S001,C009265,4.0,0.30,0.0,8,2020
T0007429,6/12/2021,P004230,S004,C017460,2.0,0.10,0.0,6,2021
T0007430,5/18/2020,P007233,S005,C019268,1.0,0.20,0.0,5,2020
T0007431,2/22/2022,P046169,S003,C011605,2.0,0.00,0.0,2,2022
T0007432,7/21/2023,P034806,S005,C023459,3.0,0.00,0.0,7,2023
T0007434,3/27/2021,P012920,S001,C004907,1.0,0.00,0.0,3,2021
T0007435,10/18/2023,P001458,S003,C010563,4.0,0.00,0.0,10,2023
T0007436,12/7/2023,P035555,S003,C018334,1.0,0.00,0.0,12,2023
T0007437,4/15/2021,P028309,S004,C000185,1.0,0.00,0.0,4,2021
T0007439,10/8/2021,P023482,S005,C012308,2.0,0.00,0.0,10,2021
T0007440,4/24/2022,P038474,S001,C021458,3.0,0.30,0.0,4,2022
T0007441,12/24/2021,P044971,S004,C016899,4.0,0.20,1.0,12,2021
T0007442,11/23/2022,P006421,S001,C004929,2.0,0.00,0.0,11,2022
T0007443,1/2/2023,P002465,S005,C022316,2.0,0.00,1.0,1,2023
T0007444,1/20/2020,P037526,S005,C010423,3.0,0.00,0.0,1,2020
T0007445,12/6/2023,P004548,S001,C023584,1.0,0.20,0.0,12,2023
T0007446,8/31/2024,P015048,S001,C009450,3.0,0.30,0.0,8,2024
T0007447,6/23/2021,P020010,S003,C019839,4.0,0.00,0.0,6,2021
T0007450,7/9/2020,P020248,S002,C019026,2.0,0.00,0.0,7,2020
T0007451,3/28/2022,P009306,S005,C005721,3.0,0.00,0.0,3,2022
T0007452,10/11/2023,P011640,S005,C002069,1.0,0.10,0.0,10,2023
T0007453,3/13/2024,P023059,S001,C014050,3.0,0.20,0.0,3,2024
T0007454,8/8/2024,P015163,S001,C024648,3.0,0.00,0.0,8,2024
T0007455,12/1/2021,P029358,S005,C003527,2.0,0.00,0.0,12,2021
T0007456,6/4/2020,P033255,S001,C022955,2.0,0.00,0.0,6,2020
T0007457,2/9/2023,P025927,S004,C002071,4.0,0.30,0.0,2,2023
T0007458,12/31/2020,P029534,S004,C018965,1.0,0.10,0.0,12,2020
T0007459,9/2/2022,P049807,S001,C017387,3.0,0.10,1.0,9,2022
T0007460,10/4/2021,P032289,S002,C014988,4.0,0.10,0.0,10,2021
T0007461,12/25/2021,P020406,S005,C004430,3.0,0.00,0.0,12,2021
T0007462,3/23/2021,P035290,S005,C022383,3.0,0.00,1.0,3,2021
T0007463,3/20/2023,P049186,S005,C008811,1.0,0.10,0.0,3,2023
T0007464,7/5/2021,P049386,S005,C019278,2.0,0.00,0.0,7,2021
T0007466,3/8/2024,P028038,S003,C005665,2.0,0.30,0.0,3,2024
T0007467,10/31/2023,P049777,S003,C016612,3.0,0.00,0.0,10,2023
T0007468,1/24/2021,P016631,S003,C020840,1.0,0.00,0.0,1,2021
T0007469,10/18/2022,P013147,S003,C020697,4.0,0.00,0.0,10,2022
T0007470,2/18/2024,P044494,S001,C002000,2.0,0.00,0.0,2,2024
T0007472,4/25/2021,P047012,S002,C000318,4.0,0.30,0.0,4,2021
T0007473,2/15/2024,P012081,S003,C005583,1.0,0.10,0.0,2,2024
T0007474,5/10/2021,P006873,S002,C005084,4.0,0.10,0.0,5,2021
T0007475,11/22/2024,P005870,S004,C019509,4.0,0.00,1.0,11,2024
T0007476,6/27/2021,P044195,S003,C023009,3.0,0.00,0.0,6,2021
T0007477,2/27/2021,P042214,S004,C016946,4.0,0.00,0.0,2,2021
T0007478,4/14/2021,P041172,S005,C004155,2.0,0.10,0.0,4,2021
T0007479,2/19/2021,P032332,S002,C015298,3.0,0.00,0.0,2,2021
T0007480,9/5/2024,P023687,S001,C021349,1.0,0.10,0.0,9,2024
T0007481,5/26/2021,P030400,S999,C006518,4.0,0.00,0.0,5,2021
T0007482,9/8/2024,P012216,S003,C020757,4.0,0.00,0.0,9,2024
T0007483,6/20/2023,P011600,S005,C005966,2.0,0.10,0.0,6,2023
T0007484,12/30/2021,P006922,S005,C001012,4.0,0.00,0.0,12,2021
T0007485,11/15/2020,P015615,S004,C010826,1.0,0.00,0.0,11,2020
T0007486,5/14/2024,P033405,S003,C024095,4.0,0.10,0.0,5,2024
T0007487,8/6/2020,P015904,S001,C018805,3.0,0.00,0.0,8,2020
T0007489,6/9/2020,P017666,S002,C005545,3.0,0.20,0.0,6,2020
T0007490,10/16/2023,P048828,S004,C004978,1.0,0.00,0.0,10,2023
T0007491,9/20/2023,P031387,S005,C015750,4.0,0.00,0.0,9,2023
T0007492,10/5/2022,P013128,S002,C017977,2.0,0.30,0.0,10,2022
T0007493,6/11/2023,P026151,S001,C009564,1.0,0.00,0.0,6,2023
T0007494,1/14/2020,P002529,S002,C019621,1.0,0.10,0.0,1,2020
T0007495,4/14/2024,P049151,S003,C012812,2.0,0.00,0.0,4,2024
T0007496,10/21/2024,P037428,S005,C005984,4.0,0.00,0.0,10,2024
T0007497,1/13/2023,P036905,S005,C008249,3.0,0.20,0.0,1,2023
T0007498,3/27/2020,P037384,S004,C016312,3.0,0.10,0.0,3,2020
T0007499,10/2/2024,P026475,S003,C005891,4.0,0.00,0.0,10,2024
T0007500,9/14/2022,P043855,S001,C008740,3.0,0.20,0.0,9,2022
T0007501,1/30/2022,P005183,S004,C003061,4.0,0.20,0.0,1,2022
T0007502,6/25/2023,P028161,S005,C001256,3.0,0.00,1.0,6,2023
T0007503,10/7/2021,P010611,S003,C005023,3.0,0.00,0.0,10,2021
T0007504,10/5/2022,P007326,S001,C006958,3.0,0.20,0.0,10,2022
T0007505,12/9/2024,P040379,S004,C012730,2.0,0.00,0.0,12,2024
T0007506,3/22/2023,P033537,S004,C009534,1.0,0.00,0.0,3,2023
T0007507,11/14/2024,P015558,S005,C010075,2.0,0.00,0.0,11,2024
T0007508,7/16/2021,P048446,S003,C005200,3.0,0.00,0.0,7,2021
T0007509,10/2/2022,P026520,S001,C001966,3.0,0.00,0.0,10,2022
T0007510,1/9/2021,P048267,S005,C003360,2.0,0.00,0.0,1,2021
T0007511,4/14/2024,P045452,S005,C016901,1.0,0.10,0.0,4,2024
T0007512,11/12/2022,P037875,S001,C016472,2.0,0.00,0.0,11,2022
T0007513,7/27/2021,P034763,S002,C010998,4.0,0.00,0.0,7,2021
T0007514,3/25/2022,P002995,S002,C005425,1.0,0.10,0.0,3,2022
T0007515,3/30/2021,P041278,S004,C000062,1.0,0.10,0.0,3,2021
T0007516,3/16/2024,P016612,S003,C000184,3.0,0.00,0.0,3,2024
T0007518,9/19/2020,P010751,S004,C011800,4.0,0.00,0.0,9,2020
T0007519,4/20/2020,P003313,S002,C008019,4.0,0.00,0.0,4,2020
T0007520,12/12/2022,P021127,S001,C012773,2.0,0.00,0.0,12,2022
T0007521,6/24/2024,P025499,S004,C003795,1.0,0.10,0.0,6,2024
T0007522,5/16/2022,P002654,S002,C016676,3.0,0.00,1.0,5,2022
T0007523,9/6/2022,P036713,S002,C003802,2.0,0.10,0.0,9,2022
T0007524,1/12/2023,P039403,S003,C007043,3.0,0.00,0.0,1,2023
T0007525,3/7/2020,P031053,S003,C010525,2.0,0.00,0.0,3,2020
T0007526,10/26/2022,P041674,S003,C015442,2.0,0.00,0.0,10,2022
T0007528,3/17/2022,P048180,S005,C018428,4.0,0.00,0.0,3,2022
T0007529,10/28/2024,P030472,S004,C004912,3.0,0.00,0.0,10,2024
T0007530,11/6/2023,P033166,S005,C001714,3.0,0.00,0.0,11,2023
T0007531,5/8/2024,P032667,S002,C023916,4.0,0.00,0.0,5,2024
T0007532,12/23/2020,P010010,S002,C002775,3.0,0.00,0.0,12,2020
T0007533,7/25/2022,P001504,S004,C003196,3.0,0.30,0.0,7,2022
T0007534,9/3/2020,P028135,S003,C006271,3.0,0.30,0.0,9,2020
T0007535,12/1/2023,P024226,S001,C023961,1.0,0.00,1.0,12,2023
T0007536,11/27/2022,P020973,S004,C010368,1.0,0.20,0.0,11,2022
T0007537,7/31/2022,P024026,S003,C006649,2.0,0.00,0.0,7,2022
T0007538,10/8/2021,P014523,S003,C003643,2.0,0.00,0.0,10,2021
T0007540,1/18/2020,P027645,S004,C018915,4.0,0.00,0.0,1,2020
T0007541,1/25/2020,P044914,S001,C017737,4.0,0.00,0.0,1,2020
T0007542,10/12/2023,P026371,S003,C007676,4.0,0.00,0.0,10,2023
T0007543,3/7/2021,P015035,S004,C012456,4.0,0.10,0.0,3,2021
T0007544,2/16/2022,P001991,S003,C024802,4.0,0.10,0.0,2,2022
T0007545,4/4/2023,P047367,S004,C003351,3.0,0.10,0.0,4,2023
T0007546,7/25/2020,P002948,S002,C003244,4.0,0.00,0.0,7,2020
T0007547,10/28/2021,P014072,S003,C013872,4.0,0.00,0.0,10,2021
T0007548,1/10/2022,P045834,S001,C023884,3.0,0.00,0.0,1,2022
T0007549,6/8/2023,P027954,S004,C013116,3.0,0.00,0.0,6,2023
T0007550,10/31/2024,P039326,S002,C017238,1.0,0.00,0.0,10,2024
T0007551,6/15/2021,P039842,S002,C020382,2.0,0.00,0.0,6,2021
T0007552,1/18/2021,P031538,S005,C018086,1.0,0.00,0.0,1,2021
T0007553,1/28/2023,P030081,S003,C015203,1.0,0.10,1.0,1,2023
T0007554,6/22/2021,P046408,S004,C005978,2.0,0.20,0.0,6,2021
T0007555,4/30/2021,P022624,S003,C015798,1.0,0.00,0.0,4,2021
T0007556,7/5/2021,P025481,S001,C004669,1.0,0.00,0.0,7,2021
T0007557,8/23/2022,P002564,S005,C014204,2.0,0.00,0.0,8,2022
T0007558,6/9/2023,P030552,S003,C021798,3.0,0.00,0.0,6,2023
T0007559,12/3/2021,P041384,S003,C015231,3.0,0.00,1.0,12,2021
T0007560,1/19/2022,P012009,S005,C019485,2.0,0.10,0.0,1,2022
T0007561,1/11/2021,P025266,S003,C024339,2.0,0.00,0.0,1,2021
T0007562,10/18/2022,P010316,S002,C018100,4.0,0.10,1.0,10,2022
T0007563,5/18/2022,P029676,S003,C014874,3.0,0.20,0.0,5,2022
T0007564,3/7/2021,P033579,S003,C011737,2.0,0.10,0.0,3,2021
T0007565,5/8/2022,P044541,S002,C017647,4.0,0.00,0.0,5,2022
T0007566,12/6/2023,P002851,S001,C009279,2.0,0.00,1.0,12,2023
T0007567,3/20/2024,P006310,S003,C020279,4.0,0.00,0.0,3,2024
T0007568,2/1/2022,P029213,S004,C003595,1.0,0.00,0.0,2,2022
T0007569,1/17/2022,P030928,S003,C022488,4.0,0.30,0.0,1,2022
T0007570,10/15/2024,P047326,S001,C005605,1.0,0.00,0.0,10,2024
T0007571,3/31/2022,P015678,S002,C011730,2.0,0.00,0.0,3,2022
T0007572,7/26/2021,P015204,S003,C011634,3.0,0.00,0.0,7,2021
T0007573,7/12/2022,P005913,S004,C010202,1.0,0.00,0.0,7,2022
T0007574,1/3/2021,P045676,S002,C007663,1.0,0.00,0.0,1,2021
T0007575,3/16/2023,P018490,S002,C020549,3.0,0.00,1.0,3,2023
T0007576,9/25/2020,P034865,S005,C005187,2.0,0.00,0.0,9,2020
T0007577,3/25/2023,P005874,S005,C024077,3.0,0.00,0.0,3,2023
T0007578,11/5/2023,P040036,S004,C000726,2.0,0.00,0.0,11,2023
T0007579,4/13/2021,P008456,S002,C007445,4.0,0.00,0.0,4,2021
T0007580,7/25/2024,P041218,S004,C017480,1.0,0.00,0.0,7,2024
T0007581,7/23/2020,P010290,S002,C020244,1.0,0.30,0.0,7,2020
T0007582,1/16/2024,P008719,S004,C001487,1.0,0.20,0.0,1,2024
T0007583,7/6/2021,P023850,S005,C008662,3.0,0.00,0.0,7,2021
T0007584,7/4/2024,P037413,S001,C024826,3.0,0.00,0.0,7,2024
T0007585,4/27/2021,P019261,S005,C020105,2.0,0.00,0.0,4,2021
T0007586,2/11/2023,P044273,S002,C009266,4.0,0.00,0.0,2,2023
T0007587,6/4/2022,P036220,S001,C023203,1.0,0.10,1.0,6,2022
T0007588,10/19/2024,P040829,S004,C020026,3.0,0.00,0.0,10,2024
T0007589,2/19/2022,P046947,S005,C024129,1.0,0.00,0.0,2,2022
T0007590,2/5/2021,P010260,S002,C011567,1.0,0.30,0.0,2,2021
T0007591,10/25/2020,P013028,S005,C023274,3.0,0.00,0.0,10,2020
T0007592,6/26/2024,P019183,S001,C024392,1.0,0.10,0.0,6,2024
T0007593,2/21/2024,P007156,S005,C023614,1.0,0.00,0.0,2,2024
T0007594,11/2/2020,P007404,S004,C007197,4.0,0.00,0.0,11,2020
T0007595,8/26/2022,P049501,S003,C024661,2.0,0.00,0.0,8,2022
T0007596,7/8/2024,P011675,S005,C011592,3.0,0.00,0.0,7,2024
T0007597,1/20/2020,P000106,S004,C014890,3.0,0.00,0.0,1,2020
T0007598,12/27/2020,P041790,S005,C009516,4.0,0.00,0.0,12,2020
T0007599,5/13/2022,P026672,S001,C015153,1.0,0.00,0.0,5,2022
T0007600,10/20/2022,P023099,S003,C008384,3.0,0.00,0.0,10,2022
T0007601,10/2/2020,P044638,S002,C009966,1.0,0.00,0.0,10,2020
T0007602,10/5/2024,P027410,S005,C005884,1.0,0.10,0.0,10,2024
T0007603,7/15/2023,P022996,S005,C017556,4.0,0.10,0.0,7,2023
T0007604,11/24/2022,P007229,S003,C023614,3.0,0.20,0.0,11,2022
T0007605,12/29/2022,P016389,S005,C021348,4.0,0.10,0.0,12,2022
T0007606,1/15/2024,P010379,S005,C020457,3.0,0.00,0.0,1,2024
T0007607,10/8/2021,P022312,S005,C021895,3.0,0.00,0.0,10,2021
T0007609,9/23/2022,P014883,S005,C010824,4.0,0.00,0.0,9,2022
T0007610,9/6/2021,P029496,S004,C010389,4.0,0.00,0.0,9,2021
T0007611,5/28/2021,P008416,S005,C001646,1.0,0.00,0.0,5,2021
T0007612,2/25/2023,P046942,S001,C005680,2.0,0.00,1.0,2,2023
T0007613,10/24/2024,P030819,S001,C011934,3.0,0.10,0.0,10,2024
T0007614,3/8/2023,P031670,S001,C013821,3.0,0.00,1.0,3,2023
T0007616,3/26/2022,P031842,S003,C004083,2.0,0.10,0.0,3,2022
T0007617,7/21/2020,P016656,S005,C022168,1.0,0.10,0.0,7,2020
T0007618,11/15/2023,P022768,S004,C024385,1.0,0.00,1.0,11,2023
T0007619,11/30/2020,P011532,S003,C005746,3.0,0.00,0.0,11,2020
T0007620,5/2/2020,P031196,S002,C012447,3.0,0.00,0.0,5,2020
T0007621,3/17/2021,P010123,S005,C019803,4.0,0.00,0.0,3,2021
T0007622,7/24/2024,P012809,S001,C000480,1.0,0.10,0.0,7,2024
T0007623,6/4/2021,P041199,S001,C004158,2.0,0.00,0.0,6,2021
T0007624,9/2/2022,P000020,S005,C020436,4.0,0.00,0.0,9,2022
T0007626,7/13/2023,P049884,S002,C007678,3.0,0.10,0.0,7,2023
T0007627,7/16/2020,P025213,S001,C012718,4.0,0.00,0.0,7,2020
T0007628,7/10/2022,P044674,S003,C002983,4.0,0.00,0.0,7,2022
T0007629,3/4/2024,P049842,S004,C018618,4.0,0.00,0.0,3,2024
T0007630,11/16/2021,P004774,S001,C008474,1.0,0.10,0.0,11,2021
T0007631,6/16/2021,P014526,S002,C006350,2.0,0.00,0.0,6,2021
T0007632,1/9/2022,P031253,S005,C023268,2.0,0.00,0.0,1,2022
T0007633,1/7/2022,P030695,S005,C024420,2.0,0.30,0.0,1,2022
T0007634,2/21/2023,P015191,S002,C005345,4.0,0.30,1.0,2,2023
T0007635,2/15/2023,P035958,S002,C019773,4.0,0.00,1.0,2,2023
T0007636,7/16/2024,P036662,S004,C005177,1.0,0.10,0.0,7,2024
T0007637,6/11/2021,P034167,S001,C022740,4.0,0.00,0.0,6,2021
T0007638,12/5/2021,P046796,S001,C006544,2.0,0.00,1.0,12,2021
T0007639,2/10/2020,P023157,S005,C009123,2.0,0.00,0.0,2,2020
T0007640,4/23/2022,P026696,S003,C012788,1.0,0.00,0.0,4,2022
T0007641,9/5/2020,P008563,S004,C001669,1.0,0.00,0.0,9,2020
T0007642,12/20/2021,P039269,S005,C009210,1.0,0.20,0.0,12,2021
T0007643,11/11/2024,P014540,S002,C016664,4.0,0.00,1.0,11,2024
T0007644,10/23/2023,P010352,S002,C002081,1.0,0.00,0.0,10,2023
T0007645,5/25/2023,P026172,S004,C016683,2.0,0.00,0.0,5,2023
T0007646,2/11/2021,P043737,S005,C011437,3.0,0.00,0.0,2,2021
T0007647,3/27/2023,P043594,S003,C024130,1.0,0.00,0.0,3,2023
T0007648,3/25/2023,P049549,S005,C014002,3.0,0.10,0.0,3,2023
T0007649,8/23/2023,P005579,S002,C010329,2.0,0.20,0.0,8,2023
T0007650,8/22/2023,P013531,S003,C011088,2.0,0.00,0.0,8,2023
T0007651,1/7/2023,P007552,S004,C014914,4.0,0.10,0.0,1,2023
T0007652,12/23/2020,P002229,S003,C008660,1.0,0.00,0.0,12,2020
T0007653,5/17/2024,P017504,S005,C013124,4.0,0.00,1.0,5,2024
T0007654,8/5/2021,P025205,S004,C018697,3.0,0.10,0.0,8,2021
T0007655,12/28/2021,P011102,S004,C011123,3.0,0.00,0.0,12,2021
T0007656,10/27/2021,P003596,S001,C001739,2.0,0.00,1.0,10,2021
T0007657,10/10/2023,P011812,S002,C016903,2.0,0.00,0.0,10,2023
T0007658,11/11/2022,P041977,S005,C010620,4.0,0.10,0.0,11,2022
T0007659,9/25/2022,P018110,S002,C020023,4.0,0.20,0.0,9,2022
T0007660,5/5/2024,P028471,S001,C022443,1.0,0.00,0.0,5,2024
T0007661,2/17/2024,P029290,S001,C020894,4.0,0.00,0.0,2,2024
T0007662,7/4/2022,P045650,S001,C006102,2.0,0.00,0.0,7,2022
T0007663,12/26/2024,P014567,S001,C024736,2.0,0.00,0.0,12,2024
T0007664,6/9/2020,P021712,S005,C006109,1.0,0.00,1.0,6,2020
T0007665,2/19/2022,P002657,S002,C008086,1.0,0.20,0.0,2,2022
T0007666,6/10/2023,P014634,S001,C011951,4.0,0.20,0.0,6,2023
T0007667,8/9/2021,P002585,S003,C009721,1.0,0.20,0.0,8,2021
T0007668,8/7/2022,P044386,S005,C023178,2.0,0.00,0.0,8,2022
T0007669,7/17/2023,P037001,S004,C003749,2.0,0.20,0.0,7,2023
T0007670,10/23/2020,P013064,S001,C008710,3.0,0.00,0.0,10,2020
T0007671,11/13/2024,P014893,S004,C007789,4.0,0.00,0.0,11,2024
T0007672,12/9/2020,P003503,S003,C022977,3.0,0.20,0.0,12,2020
T0007673,8/4/2023,P015579,S005,C017606,4.0,0.00,0.0,8,2023
T0007675,11/21/2021,P006350,S001,C024949,2.0,0.00,0.0,11,2021
T0007676,5/13/2022,P021937,S005,C007843,1.0,0.00,0.0,5,2022
T0007677,7/16/2023,P002139,S002,C013637,4.0,0.10,0.0,7,2023
T0007678,6/8/2023,P001494,S001,C023713,4.0,0.00,0.0,6,2023
T0007679,3/16/2023,P021209,S003,C021572,4.0,0.20,0.0,3,2023
T0007680,4/8/2022,P013765,S002,C004760,1.0,0.00,0.0,4,2022
T0007681,10/4/2024,P010603,S002,C003041,3.0,0.00,1.0,10,2024
T0007682,5/26/2020,P012536,S005,C001356,3.0,0.00,0.0,5,2020
T0007683,6/11/2020,P042737,S005,C000533,3.0,0.00,0.0,6,2020
T0007684,11/27/2020,P039032,S005,C024334,1.0,0.10,0.0,11,2020
T0007685,12/4/2021,P009733,S005,C019783,1.0,0.00,0.0,12,2021
T0007686,4/12/2021,P017039,S005,C004199,2.0,0.00,0.0,4,2021
T0007687,10/4/2021,P014421,S001,C017307,3.0,0.00,0.0,10,2021
T0007688,10/10/2021,P047074,S001,C004430,2.0,0.10,0.0,10,2021
T0007689,8/30/2023,P011631,S005,C010737,3.0,0.00,1.0,8,2023
T0007690,8/19/2021,P035269,S003,C018378,3.0,0.10,0.0,8,2021
T0007691,12/25/2023,P018646,S002,C005902,4.0,0.00,0.0,12,2023
T0007692,7/1/2021,P049227,S003,C005976,2.0,0.00,0.0,7,2021
T0007693,5/24/2023,P007823,S003,C007325,1.0,0.00,1.0,5,2023
T0007694,8/13/2023,P009052,S004,C023386,3.0,0.00,0.0,8,2023
T0007695,3/20/2022,P006896,S005,C014969,4.0,0.10,0.0,3,2022
T0007696,7/9/2021,P034844,S002,C005724,1.0,0.00,1.0,7,2021
T0007697,12/22/2024,P028278,S001,C005267,1.0,0.30,0.0,12,2024
T0007698,6/30/2022,P013982,S003,C016041,3.0,0.10,0.0,6,2022
T0007699,5/18/2024,P011611,S003,C018325,1.0,0.10,0.0,5,2024
T0007700,11/2/2024,P008080,S004,C005134,1.0,0.00,0.0,11,2024
T0007701,1/13/2022,P042627,S004,C001174,2.0,0.00,0.0,1,2022
T0007702,3/11/2024,P022462,S004,C004454,4.0,0.00,0.0,3,2024
T0007703,4/17/2023,P008286,S005,C023274,2.0,0.20,1.0,4,2023
T0007704,12/2/2022,P043392,S001,C000645,2.0,0.00,0.0,12,2022
T0007705,7/11/2022,P042092,S005,C007522,1.0,0.20,0.0,7,2022
T0007706,4/27/2022,P036146,S002,C004679,1.0,0.00,0.0,4,2022
T0007708,1/11/2021,P029844,S004,C019624,3.0,0.00,0.0,1,2021
T0007709,10/15/2024,P026606,S004,C023822,3.0,0.10,0.0,10,2024
T0007710,2/17/2020,P036562,S003,C011952,1.0,0.00,0.0,2,2020
